rainfall,temperature,fertilizer,crop,yield
405,22.5,91,0,3.05
410,23,92,0,3.1
415,23.5,93,0,3.15
420,24,94,0,3.2
425,24.5,95,0,3.25
430,25,96,0,3.3
435,25.5,97,0,3.35
440,26,98,0,3.4
445,26.5,99,0,3.45

1250,30,195,1,8.1
1260,30.5,196,1,8.15
1270,31,197,1,8.2
1280,31.5,198,1,8.25
1290,32,199,1,8.3
1300,32.5,200,1,8.35
1310,33,201,1,8.4
1320,33.5,202,1,8.45
1330,34,203,1,8.5
1340,34.5,204,1,8.55
1350,35,205,1,8.6
1360,35.5,206,1,8.65
1370,36,207,1,8.7
1380,36.5,208,1,8.75
1390,37,209,1,8.8
1400,37.5,210,1,8.85
1410,38,211,1,8.9
1420,38.5,212,1,8.95
1430,39,213,1,9.0
1440,39.5,214,1,9.05
1450,40,215,1,9.1

860,32,150,2,6.8
870,32.5,151,2,6.85
880,33,152,2,6.9
890,33.5,153,2,6.95
900,34,154,2,7.0
910,34.5,155,2,7.05
920,35,156,2,7.1
930,35.5,157,2,7.15
940,36,158,2,7.2
950,36.5,159,2,7.25
960,37,160,2,7.3
970,37.5,161,2,7.35
980,38,162,2,7.4
990,38.5,163,2,7.45
1000,39,164,2,7.5

180,22,45,19,3.1
120,30,55,4,2.6

1100,30,180,3,78
1250,32,190,3,86
900,28,170,3,72
1400,33,200,3,92
1000,29,175,3,75
1200,31,185,3,83
1500,34,210,3,96
950,28,168,3,70
1350,33,198,3,90
1150,30,182,3,80
650,27,120,4,2.1
700,28,125,4,2.3
550,26,110,4,1.8
750,29,130,4,2.5
600,27,115,4,2.0
800,30,135,4,2.7
500,25,105,4,1.6
820,31,140,4,2.9
680,28,123,4,2.2
720,29,128,4,2.4
500,20,140,5,18
450,18,135,5,16
550,21,145,5,20
400,17,130,5,14
600,22,150,5,22
480,19,138,5,17
650,23,155,5,24
420,18,132,5,15
580,21,148,5,21
520,20,142,5,19
650,22,120,6,21
700,23,125,6,23
600,21,115,6,19
750,24,130,6,25
550,20,110,6,17
800,25,135,6,27
520,20,108,6,16
820,26,138,6,28
680,23,123,6,22
720,24,128,6,24
700,24,110,7,35
750,25,115,7,38
650,23,105,7,32
800,26,120,7,41
600,22,100,7,29
850,27,125,7,44
580,22,98,7,28
880,28,128,7,46
720,25,113,7,37
770,26,118,7,40
350,18,80,8,1.2
400,19,85,8,1.4
300,17,75,8,1.0
450,20,90,8,1.6
320,18,78,8,1.1
480,21,92,8,1.7
280,16,72,8,0.9
500,22,95,8,1.8
380,19,83,8,1.3
420,20,88,8,1.5
600,26,100,9,1.8
650,27,105,9,2.0
550,25,95,9,1.6
700,28,110,9,2.2
500,24,90,9,1.4
750,29,115,9,2.4
480,24,88,9,1.3
780,30,118,9,2.5
620,27,103,9,1.9
680,28,108,9,2.1
650,27,90,10,2.2
700,28,95,10,2.4
600,26,85,10,2.0
750,29,100,10,2.6
550,25,80,10,1.8
800,30,105,10,2.8
520,25,78,10,1.7
830,31,108,10,2.9
680,28,93,10,2.3
720,29,98,10,2.5
550,25,85,11,1.6
600,26,90,11,1.8
500,24,80,11,1.4
650,27,95,11,2.0
450,23,75,11,1.2
700,28,100,11,2.2
420,23,73,11,1.1
730,29,102,11,2.3
580,26,88,11,1.7
620,27,92,11,1.9
450,20,70,12,1.5
500,21,75,12,1.7
400,19,65,12,1.3
550,22,80,12,1.9
350,18,60,12,1.1
600,23,85,12,2.1
320,18,58,12,1.0
630,24,88,12,2.2
480,21,73,12,1.6
520,22,78,12,1.8
700,28,95,13,1.8
750,29,100,13,2.0
650,27,90,13,1.6
800,30,105,13,2.2
600,26,85,13,1.4
850,31,110,13,2.4
580,26,83,13,1.3
880,32,113,13,2.5
720,29,98,13,1.9
770,30,103,13,2.1
350,18,60,14,1.2
400,19,65,14,1.4
300,17,55,14,1.0
450,20,70,14,1.6
280,16,52,14,0.9
480,21,72,14,1.7
260,15,50,14,0.8
500,22,75,14,1.8
380,19,63,14,1.3
420,20,68,14,1.5
500,27,80,15,2.6
550,28,85,15,2.8
450,26,75,15,2.4
600,29,90,15,3.0
400,25,70,15,2.2
650,30,95,15,3.2
380,25,68,15,2.1
680,31,98,15,3.3
520,28,83,15,2.7
580,29,88,15,2.9
400,28,70,16,1.8
450,29,75,16,2.0
350,27,65,16,1.6
500,30,80,16,2.2
320,26,60,16,1.4
550,31,85,16,2.4
300,26,58,16,1.3
580,32,88,16,2.5
420,29,73,16,1.9
480,30,78,16,2.1
350,17,85,17,2.4
400,18,90,17,2.6
300,16,80,17,2.2
450,19,95,17,2.8
280,15,78,17,2.1
480,20,98,17,2.9
260,14,75,17,2.0
500,21,100,17,3.0
380,18,88,17,2.5
420,19,92,17,2.7
1200,28,160,18,2.4
1300,29,165,18,2.6
1100,27,155,18,2.2
1400,30,170,18,2.8
1000,26,150,18,2.0
1500,31,175,18,3.0
950,26,148,18,1.9
1550,32,178,18,3.1
1250,29,162,18,2.5
1350,30,168,18,2.7
1800,22,120,19,1.6
2000,23,125,19,1.8
1600,21,115,19,1.4
2200,24,130,19,2.0
1500,20,110,19,1.3
2400,25,135,19,2.2
1400,20,108,19,1.2
2500,26,138,19,2.3
1900,23,123,19,1.7
2100,24,128,19,1.9
1120,31,182,3,81
1300,32,192,3,88
980,29,176,3,74
1450,34,205,3,94
1050,30,178,3,77
1180,31,187,3,84
1550,35,215,3,98
920,28,172,3,71
1380,33,200,3,91
1200,31,186,3,85
670,28,122,4,2.2
730,29,127,4,2.4
580,27,112,4,1.9
780,30,132,4,2.6
630,28,117,4,2.1
820,31,137,4,2.8
520,26,108,4,1.7
850,32,142,4,3.0
690,29,124,4,2.3
760,30,129,4,2.5
520,21,142,5,19
470,19,137,5,17
570,22,147,5,21
420,18,132,5,15
620,23,152,5,23
500,20,140,5,18
670,24,157,5,25
440,18,134,5,16
590,22,149,5,22
540,21,144,5,20
670,23,122,6,22
720,24,127,6,24
620,22,117,6,20
780,25,132,6,26
570,21,112,6,18
830,26,137,6,28
540,20,110,6,17
860,27,140,6,29
700,24,125,6,23
740,25,130,6,25
720,25,112,7,36
770,26,117,7,39
670,24,107,7,33
820,27,122,7,42
620,23,102,7,30
870,28,127,7,45
600,22,100,7,29
900,29,130,7,47
740,26,115,7,38
790,27,120,7,41
370,19,82,8,1.3
420,20,87,8,1.5
320,18,77,8,1.1
470,21,92,8,1.7
340,19,80,8,1.2
500,22,95,8,1.8
300,17,74,8,1.0
520,23,98,8,1.9
400,20,85,8,1.4
440,21,90,8,1.6
620,27,102,9,1.9
670,28,107,9,2.1
570,26,97,9,1.7
720,29,112,9,2.3
520,25,92,9,1.5
770,30,117,9,2.5
500,24,90,9,1.4
800,31,120,9,2.6
640,28,105,9,2.0
700,29,110,9,2.2
670,28,92,10,2.3
720,29,97,10,2.5
620,27,87,10,2.1
770,30,102,10,2.7
570,26,82,10,1.9
820,31,107,10,2.9
540,25,80,10,1.8
850,32,110,10,3.0
700,29,95,10,2.4
740,30,100,10,2.6
570,26,87,11,1.7
620,27,92,11,1.9
520,25,82,11,1.5
670,28,97,11,2.1
470,24,77,11,1.3
720,29,102,11,2.3
440,23,75,11,1.2
750,30,105,11,2.4
600,27,90,11,1.8
640,28,94,11,2.0
470,21,72,12,1.6
520,22,77,12,1.8
420,20,67,12,1.4
570,23,82,12,2.0
370,19,62,12,1.2
620,24,87,12,2.2
340,18,60,12,1.1
650,25,90,12,2.3
500,22,75,12,1.7
540,23,80,12,1.9
720,29,97,13,1.9
770,30,102,13,2.1
670,28,92,13,1.7
820,31,107,13,2.3
620,27,87,13,1.5
870,32,112,13,2.5
600,26,85,13,1.4
900,33,115,13,2.6
740,30,100,13,2.0
790,31,105,13,2.2
370,19,62,14,1.3
420,20,67,14,1.5
320,18,57,14,1.1
470,21,72,14,1.7
300,17,55,14,1.0
500,22,75,14,1.8
280,16,52,14,0.9
520,23,78,14,1.9
400,20,65,14,1.4
440,21,70,14,1.6
520,28,82,15,2.7
570,29,87,15,2.9
470,27,77,15,2.5
620,30,92,15,3.1
420,26,72,15,2.3
670,31,97,15,3.3
400,25,70,15,2.2
700,32,100,15,3.4
540,29,85,15,2.8
600,30,90,15,3.0
420,29,72,16,1.9
470,30,77,16,2.1
370,28,67,16,1.7
520,31,82,16,2.3
340,27,62,16,1.5
570,32,87,16,2.5
320,26,60,16,1.4
600,33,90,16,2.6
440,30,75,16,2.0
500,31,80,16,2.2
370,18,87,17,2.5
420,19,92,17,2.7
320,17,82,17,2.3
470,20,97,17,2.9
300,16,80,17,2.2
500,21,100,17,3.0
280,15,77,17,2.1
520,22,102,17,3.1
400,19,90,17,2.6
440,20,94,17,2.8
1250,29,162,18,2.5
1350,30,167,18,2.7
1150,28,157,18,2.3
1450,31,172,18,2.9
1050,27,152,18,2.1
1550,32,177,18,3.1
1000,26,150,18,2.0
1600,33,180,18,3.2
1300,30,165,18,2.6
1400,31,170,18,2.8
1900,23,123,19,1.7
2100,24,128,19,1.9
1700,22,118,19,1.5
2300,25,133,19,2.1
1600,21,113,19,1.4
2500,26,138,19,2.3
1500,20,110,19,1.3
2600,27,140,19,2.4
2000,24,125,19,1.8
2200,25,130,19,2.0

980,28.5,175,3,72.4
1120,30.2,188,3,80.3
1260,32.1,205,3,89.6
900,27.8,168,3,68.9
1380,33.4,220,3,96.1
1040,29.4,182,3,76.8
1500,34.8,235,3,102.5
1180,31.0,195,3,85.2
1320,32.8,210,3,92.8
960,28.1,172,3,71.0
1080,29.8,185,3,78.7
1440,34.1,228,3,99.4
920,27.6,170,3,69.8
1200,31.6,198,3,86.9
1560,35.2,245,3,104.3
1000,29.0,178,3,74.1
1140,30.5,190,3,81.6
1280,32.4,208,3,91.2
940,27.9,171,3,70.4
1400,33.8,224,3,97.3
520,26.5,110,4,1.72
610,28.1,125,4,2.05
740,30.2,142,4,2.62
680,29.4,135,4,2.34
560,27.2,118,4,1.88
820,31.0,150,4,2.92
470,25.8,102,4,1.55
780,30.6,146,4,2.74
650,28.9,132,4,2.21
710,29.9,138,4,2.46
590,27.6,120,4,1.97
860,32.1,155,4,3.05
500,26.2,108,4,1.65
760,30.0,145,4,2.69
620,28.4,128,4,2.12
800,31.4,152,4,2.98
540,27.0,116,4,1.84
690,29.6,136,4,2.39
580,27.4,119,4,1.93
840,31.8,154,4,3.00
420,17.5,136,5,15.1
560,21.4,156,5,22.6
480,19.2,148,5,18.7
620,23.0,170,5,26.5
390,16.8,132,5,13.4
700,24.5,182,5,29.2
530,20.8,154,5,21.1
650,23.6,175,5,27.4
450,18.6,145,5,17.2
580,22.1,162,5,24.0
410,17.2,134,5,14.6
680,24.0,178,5,28.3
500,20.0,152,5,20.2
740,25.0,190,5,30.0
470,19.0,147,5,18.0
610,22.8,168,5,25.8
560,21.6,160,5,23.2
660,23.8,176,5,27.9
430,18.0,140,5,16.0
720,24.8,186,5,29.6
520,20.5,112,6,16.8
680,23.8,128,6,23.4
600,22.0,120,6,20.1
760,25.2,140,6,26.9
480,19.8,105,6,14.2
820,26.4,148,6,29.1
560,21.4,116,6,18.6
720,24.6,136,6,25.2
540,21.0,114,6,17.7
700,24.0,132,6,24.1
500,20.2,110,6,15.6
780,25.8,144,6,27.8
620,22.6,124,6,21.6
860,27.0,150,6,30.2
460,19.6,104,6,13.8
740,25.0,138,6,26.0
580,21.8,118,6,19.5
800,26.0,146,6,28.6
640,23.0,126,6,22.4
900,27.6,154,6,31.0
620,23.2,104,7,31.6
760,26.1,118,7,39.7
540,21.8,96,7,26.9
820,27.4,124,7,43.2
680,24.8,110,7,35.8
900,29.0,130,7,47.5
580,22.6,100,7,29.3
850,28.2,126,7,45.1
700,25.4,112,7,37.2
780,26.6,120,7,41.1
640,23.8,106,7,33.4
920,29.4,132,7,48.9
520,21.2,94,7,25.4
880,28.8,128,7,46.6
740,26.0,116,7,39.0
960,30.0,134,7,50.0
600,22.9,102,7,30.8
800,27.0,122,7,42.0
660,24.4,108,7,34.6
940,29.8,133,7,49.4
280,15.8,78,8,0.92
360,18.0,86,8,1.25
420,20.2,94,8,1.58
320,16.8,82,8,1.05
500,22.4,104,8,1.92
260,15.2,74,8,0.84
460,21.6,100,8,1.76
380,19.0,90,8,1.38
440,20.8,98,8,1.69
300,16.2,80,8,0.98
520,22.8,106,8,2.02
340,17.4,84,8,1.14
480,22.0,102,8,1.84
400,19.6,92,8,1.47
540,23.2,108,8,2.10
240,14.8,72,8,0.78
450,21.2,99,8,1.73
370,18.6,88,8,1.32
510,22.6,105,8,1.97
290,16.0,79,8,0.95
520,24.0,110,9,1.62
680,27.2,118,9,2.21
440,22.4,92,9,1.15
760,29.0,126,9,2.58
600,25.8,108,9,1.86
820,30.4,132,9,2.76
480,23.0,96,9,1.28
700,28.0,120,9,2.35
560,25.0,104,9,1.72
780,29.6,128,9,2.64
420,21.8,90,9,1.08
840,31.0,135,9,2.84
640,26.6,114,9,2.05
900,32.0,140,9,3.00
500,23.8,98,9,1.45
740,28.8,124,9,2.50
580,25.4,106,9,1.80
860,31.4,136,9,2.90
620,26.0,112,9,1.96
800,30.0,130,9,2.70
520,24.6,92,10,1.56
660,27.0,104,10,2.22
480,23.2,86,10,1.28
740,29.0,112,10,2.62
600,26.0,98,10,1.92
820,31.0,118,10,2.98
540,25.0,94,10,1.68
700,28.2,108,10,2.44
560,25.6,96,10,1.78
780,30.2,114,10,2.78
440,22.6,82,10,1.12
860,32.0,120,10,3.10
620,26.6,102,10,2.08
900,33.0,125,10,3.28
500,24.0,90,10,1.48
760,29.6,112,10,2.70
580,26.2,98,10,1.96
840,31.6,118,10,3.02
640,27.4,104,10,2.26
800,30.8,116,10,2.90
420,22.4,86,11,1.12
580,25.8,98,11,1.74
360,21.0,80,11,0.92
650,27.4,104,11,2.05
500,24.2,92,11,1.46
720,29.0,112,11,2.38
440,23.0,88,11,1.26
680,28.0,108,11,2.20
540,25.0,96,11,1.62
760,30.2,115,11,2.55
400,22.0,84,11,1.06
800,31.0,118,11,2.70
620,26.6,102,11,1.96
860,32.2,120,11,2.82
480,23.8,90,11,1.38
740,29.6,113,11,2.46
560,25.4,97,11,1.68
820,31.6,119,11,2.76
600,26.0,100,11,1.86
780,30.8,116,11,2.62
360,18.8,58,12,1.08
520,22.4,72,12,1.74
300,17.2,52,12,0.86
600,24.0,80,12,2.05
440,20.6,66,12,1.42
680,25.8,86,12,2.32
380,19.6,60,12,1.20
640,25.0,84,12,2.24
480,21.4,70,12,1.60
720,26.6,90,12,2.44
340,18.0,56,12,0.98
760,27.4,92,12,2.52
560,23.0,76,12,1.88
800,28.0,94,12,2.62
420,20.0,64,12,1.34
700,26.2,88,12,2.36
500,22.0,72,12,1.70
820,28.4,95,12,2.66
460,21.0,68,12,1.52
740,27.0,91,12,2.48
520,23.4,78,13,1.30
700,27.0,90,13,1.92
460,21.8,70,13,1.04
780,29.0,98,13,2.22
620,25.6,84,13,1.60
860,31.0,104,13,2.48
540,23.8,80,13,1.36
740,28.0,94,13,2.06
580,24.8,82,13,1.48
820,30.0,102,13,2.40
420,20.8,66,13,0.92
900,32.0,108,13,2.60
660,26.4,88,13,1.78
950,33.0,112,13,2.72
500,22.6,74,13,1.18
800,29.6,100,13,2.30
600,25.4,84,13,1.58
880,31.4,106,13,2.54
640,26.0,86,13,1.70
840,30.4,103,13,2.44
260,15.0,50,14,0.78
420,18.6,60,14,1.26
300,16.2,54,14,0.92
480,20.0,66,14,1.50
340,17.0,56,14,1.02
520,21.0,70,14,1.64
280,15.6,52,14,0.84
450,19.2,64,14,1.38
380,17.8,58,14,1.12
540,21.6,72,14,1.72
240,14.6,48,14,0.72
500,20.6,68,14,1.58
320,16.8,55,14,0.98
560,22.0,74,14,1.78
360,17.4,57,14,1.08
520,21.2,71,14,1.66
400,18.2,60,14,1.20
580,22.4,76,14,1.86
300,16.0,53,14,0.90
460,19.6,65,14,1.44
420,24.8,74,15,2.18
560,28.0,86,15,2.78
380,23.0,68,15,1.94
640,30.0,94,15,3.14
500,26.2,80,15,2.48
720,32.0,102,15,3.46
460,25.2,76,15,2.28
680,31.0,98,15,3.30
540,27.0,84,15,2.64
760,33.0,106,15,3.58
400,24.0,70,15,2.06
800,34.0,110,15,3.70
620,29.0,92,15,3.02
850,35.0,114,15,3.80
480,26.0,78,15,2.44
740,32.6,104,15,3.52
580,28.4,88,15,2.86
820,34.6,112,15,3.76
520,27.6,82,15,2.56
700,31.6,100,15,3.40
300,26.0,52,16,1.22
420,29.0,64,16,1.82
280,25.0,48,16,1.06
520,31.0,72,16,2.14
360,27.2,56,16,1.48
600,33.0,78,16,2.36
320,26.6,54,16,1.34
560,32.0,74,16,2.26
400,28.0,60,16,1.70
650,34.0,82,16,2.50
260,24.6,46,16,0.98
620,33.6,80,16,2.44
380,27.6,58,16,1.58
680,35.0,84,16,2.62
340,26.8,55,16,1.40
580,32.6,76,16,2.32
440,29.6,66,16,1.90
700,36.0,86,16,2.74
300,25.6,50,16,1.18
540,31.6,73,16,2.18
260,14.4,76,17,2.02
360,16.2,90,17,2.58
300,15.2,82,17,2.26
420,18.0,102,17,3.02
280,14.8,78,17,2.14
480,19.2,110,17,3.28
340,16.0,88,17,2.54
520,20.0,116,17,3.44
380,17.0,96,17,2.78
560,20.8,122,17,3.60
240,13.8,74,17,1.90
600,21.4,128,17,3.72
320,15.8,86,17,2.46
650,22.0,132,17,3.86
300,15.0,84,17,2.34
580,21.0,124,17,3.62
400,17.6,100,17,2.90
700,22.4,136,17,3.98
260,14.6,76,17,2.06
540,20.4,120,17,3.52
1000,27.2,148,18,2.06
1250,29.0,160,18,2.46
900,26.0,140,18,1.84
1400,30.4,170,18,2.78
1100,28.0,152,18,2.22
1500,31.2,178,18,3.00
950,26.6,144,18,1.96
1550,31.8,182,18,3.10
1200,28.6,158,18,2.38
1350,30.0,168,18,2.66
850,25.4,136,18,1.72
1600,32.4,186,18,3.18
1050,27.6,150,18,2.14
1450,30.8,174,18,2.88
1150,28.2,154,18,2.28
1520,31.4,180,18,3.04
980,26.8,146,18,2.00
1480,31.0,176,18,2.96
1300,29.6,166,18,2.58
1580,32.0,184,18,3.14
1700,20.8,110,19,1.18
1900,22.2,120,19,1.48
1500,19.6,104,19,1.02

1010,28.7,176,3,73.1
1160,30.8,192,3,82.9
1300,32.6,212,3,92.2
920,27.9,169,3,69.7
1420,34.0,226,3,98.4
1060,29.6,183,3,77.6
1520,35.0,238,3,103.2
1200,31.2,198,3,86.3
1340,33.0,216,3,94.6
970,28.3,173,3,71.6
1100,30.0,186,3,79.5
1460,34.4,230,3,100.6
940,27.7,171,3,70.2
1220,31.8,202,3,88.1
1580,35.6,248,3,105.3
1020,29.2,180,3,75.0
1180,30.6,194,3,84.0
1360,33.2,218,3,95.4
960,28.0,172,3,70.9
1440,34.2,228,3,99.8
540,26.8,112,4,1.76
630,28.6,129,4,2.16
760,30.8,148,4,2.72
700,29.8,140,4,2.44
580,27.6,120,4,1.94
840,31.6,156,4,3.06
490,26.0,106,4,1.62
800,31.0,152,4,2.88
670,29.2,134,4,2.26
730,30.2,144,4,2.56
610,28.0,124,4,2.02
880,32.6,160,4,3.18
520,26.4,110,4,1.70
780,30.6,150,4,2.82
650,28.8,132,4,2.20
820,31.8,158,4,3.02
560,27.2,118,4,1.90
710,30.0,142,4,2.52
600,27.8,123,4,2.00
860,32.2,159,4,3.10
440,18.0,138,5,16.2
580,22.0,160,5,24.5
500,19.6,152,5,20.1
640,23.4,172,5,27.6
410,17.4,134,5,14.3
720,25.0,184,5,30.4
550,21.2,158,5,22.2
670,24.0,178,5,28.5
470,19.0,148,5,18.8
600,22.6,166,5,25.7
430,17.8,136,5,15.4
700,24.6,182,5,29.7
520,20.2,154,5,21.3
760,25.4,192,5,31.2
490,19.4,150,5,19.6
630,23.0,170,5,26.9
580,21.8,162,5,23.9
680,24.2,180,5,29.0
450,18.4,142,5,17.4
740,25.2,188,5,30.8
540,20.8,114,6,17.5
700,24.2,130,6,24.6
620,22.4,122,6,21.2
780,25.6,142,6,27.7
500,20.0,108,6,15.0
840,26.8,150,6,30.0
580,21.6,118,6,19.3
740,24.8,138,6,25.8
560,21.2,116,6,18.4
720,24.4,134,6,24.9
520,20.6,112,6,16.3
800,26.2,146,6,28.8
640,22.8,126,6,22.6
880,27.4,152,6,31.3
480,19.8,106,6,14.4
760,25.2,140,6,27.0
600,22.0,120,6,20.4
820,26.4,148,6,29.4
660,23.2,128,6,23.4
920,28.0,156,6,32.1
640,23.6,106,7,32.4
780,26.8,120,7,41.5
560,22.0,98,7,27.8
840,27.8,126,7,44.0
700,25.2,112,7,36.7
920,29.2,132,7,48.6
600,23.0,102,7,30.2
880,28.6,128,7,46.2
720,25.8,114,7,38.0
800,27.0,122,7,42.3
660,24.2,108,7,34.9
940,29.6,134,7,50.1
540,21.6,96,7,26.2
900,29.0,130,7,47.4
760,26.4,118,7,40.2
980,30.4,136,7,51.3
620,23.4,104,7,31.4
820,27.4,124,7,43.1
680,24.8,110,7,35.6
960,30.0,135,7,50.6
300,16.0,81,8,1.01
380,18.4,89,8,1.34
440,20.6,97,8,1.70
340,17.2,85,8,1.16
520,23.0,107,8,2.05
280,15.4,77,8,0.91
480,22.0,102,8,1.86
400,19.4,91,8,1.46
460,21.0,99,8,1.78
320,16.6,83,8,1.08
540,23.4,109,8,2.14
360,17.8,87,8,1.26
500,22.6,105,8,1.98
420,20.0,94,8,1.58
560,23.8,111,8,2.22
260,14.8,73,8,0.82
470,21.6,101,8,1.82
390,18.8,90,8,1.40
530,23.2,108,8,2.10
310,16.2,82,8,1.03
540,24.4,112,9,1.70
700,27.6,120,9,2.32
460,22.8,94,9,1.22
780,29.4,128,9,2.70
620,26.2,110,9,1.96
840,30.8,134,9,2.88
500,23.4,98,9,1.36
720,28.4,122,9,2.46
580,25.4,106,9,1.82
800,30.0,130,9,2.76
440,22.2,92,9,1.14
860,31.4,136,9,2.96
660,26.8,116,9,2.14
920,32.4,142,9,3.12
520,24.2,100,9,1.54
760,29.0,126,9,2.58
600,25.8,108,9,1.90
880,31.8,138,9,3.02
640,26.4,114,9,2.06
820,30.4,132,9,2.84
540,25.0,94,10,1.62
680,27.4,106,10,2.32
500,23.8,88,10,1.36
760,29.4,114,10,2.72
620,26.4,100,10,2.02
840,31.4,120,10,3.12
560,25.4,96,10,1.76
720,28.6,110,10,2.54
580,26.0,98,10,1.88
800,30.6,116,10,2.96
460,23.0,84,10,1.18
880,32.6,122,10,3.26
640,27.0,104,10,2.22
